project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ01251,Assam Irrigation Infra Development Phase-31,Irrigation,Ministry of Jal Shakti,PowerGrid,Larsen & Toubro Infra,Assam,3256.77,1647.9,0.0,False,2021-03-08,60,60,2026-02-10,2026-02-10,0,False,94.9,57.1,941.55,28.9,10,9,None,On Track,0.6,Low
PRJ01252,Assam Postal Infrastructure Infra Development Phase-32,Postal Infrastructure,Ministry of Communications,GAIL,GR Infraprojects,Assam,766.86,2935.07,282.74,True,2022-12-26,24,65,2024-12-15,2028-04-28,41,True,53.0,8.7,255.4,33.3,8,4,Land acquisition delay,Delayed,100.0,High
PRJ01253,Assam Water Resources Infra Development Phase-33,Water Resources,Ministry of Jal Shakti,BSNL,Larsen & Toubro Infra,Assam,983.66,832.33,0.0,False,2018-08-19,60,60,2023-07-24,2023-07-24,0,False,98.3,100.0,1722.78,100.0,10,10,None,Completed,1.7,Low
PRJ01254,Assam Mining Infra Development Phase-34,Mining,Ministry of Mines,PowerGrid,GMR Infrastructure,Assam,1337.99,3096.42,131.42,True,2017-01-18,48,74,2020-12-28,2023-02-16,26,True,71.2,12.6,391.08,29.2,12,9,Rehabilitation & resettlement issues; Shortage of skilled manpower,Delayed,100.0,High
PRJ01255,Assam Steel Infra Development Phase-35,Steel,Ministry of Steel,IWAI,Larsen & Toubro Infra,Assam,3166.38,4659.52,47.16,True,2018-08-26,24,35,2020-08-15,2021-07-11,11,True,90.6,18.0,839.84,26.5,12,11,Utility shifting delay; Court cases/litigation,Delayed,48.9,Medium
PRJ01256,Assam Inland Waterways Infra Development Phase-36,Inland Waterways,"Ministry of Ports, Shipping & Waterways",BSNL,Larsen & Toubro Infra,Assam,1414.53,2443.02,72.71,True,2017-06-14,72,115,2023-05-14,2026-11-24,43,True,69.5,38.1,930.79,65.8,6,4,Rehabilitation & resettlement issues,Delayed,87.0,High
PRJ01257,Assam Roads & Highways Infra Development Phase-37,Roads & Highways,Ministry of Road Transport & Highways,SAIL,GR Infraprojects,Assam,963.85,601.53,0.0,False,2019-06-22,60,60,2024-05-26,2024-05-26,0,False,86.0,100.0,933.54,96.9,10,9,None,On Track,4.6,Low
PRJ01258,Assam Irrigation Infra Development Phase-38,Irrigation,Ministry of Jal Shakti,RVNL,Dilip Buildcon Ltd,Assam,5589.47,1144.77,0.0,False,2020-08-29,72,116,2026-07-29,2030-03-10,44,True,51.4,33.9,388.05,6.9,4,2,Shortage of skilled manpower,Delayed,46.5,Medium
PRJ01259,Assam Coal Infra Development Phase-39,Coal,Ministry of Coal,ONGC,Sadbhav Engineering,Assam,1736.79,1094.31,0.0,False,2017-04-03,60,60,2022-03-08,2022-03-08,0,False,100.0,63.4,693.36,39.9,4,4,None,Completed,4.6,Low
PRJ01260,Assam Postal Infrastructure Infra Development Phase-40,Postal Infrastructure,Ministry of Communications,State Irrigation Dept,Larsen & Toubro Infra,Assam,1527.09,1643.92,7.65,True,2017-12-24,48,72,2021-12-03,2023-11-23,24,True,73.7,24.7,406.61,26.6,12,9,Geological surprises; Shortage of skilled manpower,Delayed,33.2,Medium
PRJ01261,Assam Mining Infra Development Phase-41,Mining,Ministry of Mines,Deendayal Port Trust,Tata Projects,Assam,443.45,2932.29,561.24,True,2022-09-27,36,49,2025-09-11,2026-10-06,13,True,73.1,30.7,899.22,100.0,4,3,Price escalation of raw materials; Funding constraints,Delayed,100.0,High
PRJ01262,Assam Water Supply & Sanitation Infra Development Phase-42,Water Supply & Sanitation,Ministry of Jal Shakti,AAI,Shapoorji Pallonji Infra,Assam,1791.4,910.88,0.0,False,2021-05-01,72,72,2027-03-31,2027-03-31,0,False,75.2,57.4,522.6,29.2,8,6,None,On Track,5.0,Low
PRJ01263,Assam Roads & Highways Infra Development Phase-43,Roads & Highways,Ministry of Road Transport & Highways,RITES,Larsen & Toubro Infra,Assam,2363.03,3952.83,67.28,True,2020-11-13,48,97,2024-10-23,2028-11-01,49,True,50.6,20.5,810.21,34.3,8,4,COVID-19 related disruption; Poor contractor mobilization,Delayed,94.5,High
PRJ01264,Assam Postal Infrastructure Infra Development Phase-44,Postal Infrastructure,Ministry of Communications,RVNL,IRB Infrastructure,Assam,490.79,2649.38,439.82,True,2019-06-03,36,77,2022-05-18,2025-09-29,41,True,77.8,39.0,1032.57,100.0,10,8,COVID-19 related disruption; Contractual issues,Delayed,100.0,High
PRJ01265,Assam Power Infra Development Phase-45,Power,Ministry of Power,State PWD,IRB Infrastructure,Assam,3048.62,2310.93,0.0,False,2021-08-24,60,60,2026-07-29,2026-07-29,0,False,86.6,33.3,769.53,25.2,6,5,None,On Track,9.5,Low
PRJ01266,Assam Healthcare Infrastructure Infra Development Phase-46,Healthcare Infrastructure,Ministry of Health & Family Welfare,Deendayal Port Trust,Larsen & Toubro Infra,Assam,4896.02,836.58,0.0,False,2017-12-19,48,48,2021-11-28,2021-11-28,0,False,93.9,83.5,698.3,14.3,6,6,None,On Track,6.7,Low
PRJ01267,Assam Renewable Energy Infra Development Phase-47,Renewable Energy,Ministry of New & Renewable Energy,RITES,Shapoorji Pallonji Infra,Assam,3269.56,4911.79,50.23,True,2022-04-29,60,93,2027-04-03,2029-12-18,33,True,45.1,11.0,539.54,16.5,12,5,Funding constraints; COVID-19 related disruption,Delayed,73.2,High
PRJ01268,Assam Healthcare Infrastructure Infra Development Phase-48,Healthcare Infrastructure,Ministry of Health & Family Welfare,SAIL,GR Infraprojects,Assam,838.85,4945.67,489.58,True,2017-12-29,24,63,2019-12-19,2023-03-03,39,True,92.8,15.8,783.4,93.4,4,4,Delay in tendering/equipment supply; Geological surprises,Delayed,100.0,High
PRJ01269,Assam Power Infra Development Phase-49,Power,Ministry of Power,NHPC,Afcons Infrastructure,Assam,3121.35,1177.92,0.0,False,2022-03-08,24,24,2024-02-26,2024-02-26,0,False,86.7,37.6,442.5,14.2,12,10,None,On Track,5.9,Low
PRJ01270,Assam Civil Aviation Infra Development Phase-50,Civil Aviation,Ministry of Civil Aviation,ONGC,Shapoorji Pallonji Infra,Assam,2107.27,1069.74,0.0,False,2019-02-01,48,48,2023-01-11,2023-01-11,0,False,100.0,100.0,1118.36,53.1,10,10,None,Completed,5.3,Low
PRJ01271,Assam Steel Infra Development Phase-51,Steel,Ministry of Steel,NHPC,Afcons Infrastructure,Assam,1183.78,1474.55,24.56,True,2022-07-03,60,109,2027-06-07,2031-06-16,49,True,34.7,63.5,935.61,79.0,4,1,Rehabilitation & resettlement issues; Shortage of skilled manpower,Delayed,63.2,High
PRJ01272,Assam Postal Infrastructure Infra Development Phase-52,Postal Infrastructure,Ministry of Communications,State Irrigation Dept,Shapoorji Pallonji Infra,Assam,2743.47,2155.72,0.0,False,2019-07-09,48,48,2023-06-18,2023-06-18,0,False,96.0,39.5,851.7,31.0,4,4,None,On Track,10.3,Low
PRJ01273,Assam Roads & Highways Infra Development Phase-53,Roads & Highways,Ministry of Road Transport & Highways,PowerGrid,Shapoorji Pallonji Infra,Assam,1854.12,576.19,0.0,False,2019-12-12,60,80,2024-11-15,2026-07-08,20,True,80.9,100.0,2100.25,100.0,8,6,Change in project scope; Utility shifting delay,Delayed,16.7,Low
PRJ01274,Assam Rural Infrastructure Infra Development Phase-54,Rural Infrastructure,Ministry of Rural Development,RITES,Larsen & Toubro Infra,Assam,1440.87,876.53,0.0,False,2021-09-05,84,84,2028-07-30,2028-07-30,0,False,69.0,100.0,1822.98,100.0,6,4,None,On Track,3.3,Low
PRJ01275,Assam Housing Infra Development Phase-55,Housing,Ministry of Housing & Urban Affairs,ABC Infrastructure Ltd.,Shapoorji Pallonji Infra,Assam,1031.37,2311.77,124.15,True,2019-09-30,84,134,2026-08-24,2030-10-02,50,True,52.4,15.0,347.68,33.7,4,2,Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01276,Assam Housing Infra Development Phase-56,Housing,Ministry of Housing & Urban Affairs,RVNL,GR Infraprojects,Assam,872.98,3161.56,262.16,True,2021-01-21,84,124,2027-12-16,2031-03-30,40,True,36.4,35.4,1118.6,100.0,12,4,Poor contractor mobilization; Monsoon/weather delays,Delayed,100.0,High
PRJ01277,Assam Coal Infra Development Phase-57,Coal,Ministry of Coal,NMDC,NCC Limited,Assam,1603.88,2468.56,53.91,True,2022-05-04,60,94,2027-04-08,2030-01-22,34,True,42.1,30.9,762.19,47.5,4,2,Land acquisition delay; Poor contractor mobilization,Delayed,73.8,High
PRJ01278,Assam Coal Infra Development Phase-58,Coal,Ministry of Coal,GAIL,Shapoorji Pallonji Infra,Assam,1133.24,2994.15,164.21,True,2017-08-28,48,64,2021-08-07,2022-11-30,16,True,74.6,33.1,991.1,87.5,6,4,COVID-19 related disruption; Monsoon/weather delays,Delayed,100.0,High
PRJ01279,Assam Civil Aviation Infra Development Phase-59,Civil Aviation,Ministry of Civil Aviation,AAI,GR Infraprojects,Assam,1853.14,3146.68,69.8,True,2018-10-31,36,41,2021-10-15,2022-03-14,5,True,70.2,19.3,607.69,32.8,4,3,Court cases/litigation; Geological surprises,Delayed,58.1,High
PRJ01280,Assam Fertilizers Infra Development Phase-60,Fertilizers,Ministry of Chemicals & Fertilizers,AAI,GMR Infrastructure,Assam,2754.16,3263.22,18.48,True,2017-07-19,84,90,2024-06-12,2024-12-09,6,True,82.5,23.8,775.64,28.2,8,7,Funding constraints; Delay in tendering/equipment supply,Delayed,19.9,Low
PRJ01281,Assam Renewable Energy Infra Development Phase-61,Renewable Energy,Ministry of New & Renewable Energy,NMDC,Larsen & Toubro Infra,Assam,1344.34,2364.96,75.92,True,2019-01-21,60,107,2023-12-26,2027-11-05,47,True,70.0,25.1,593.17,44.1,4,3,Utility shifting delay,Delayed,90.8,High
PRJ01282,Assam Mining Infra Development Phase-62,Mining,Ministry of Mines,IFFCO,Shapoorji Pallonji Infra,Assam,975.96,1335.47,36.84,True,2020-05-18,60,108,2025-04-22,2029-04-01,48,True,60.5,26.2,349.66,35.8,8,5,Change in project scope; Delay in tendering/equipment supply,Delayed,70.1,High
PRJ01283,Assam Healthcare Infrastructure Infra Development Phase-63,Healthcare Infrastructure,Ministry of Health & Family Welfare,AAI,Megha Engineering (MEIL),Assam,1871.26,395.17,0.0,False,2018-08-12,60,60,2023-07-17,2023-07-17,0,False,100.0,100.0,1891.45,100.0,4,4,None,Completed,2.8,Low
PRJ01284,Assam Civil Aviation Infra Development Phase-64,Civil Aviation,Ministry of Civil Aviation,HUDCO,NCC Limited,Assam,1095.48,3648.96,233.09,True,2020-02-27,48,62,2024-02-06,2025-04-01,14,True,74.7,5.2,190.68,17.4,8,6,Poor contractor mobilization; Law and order problems,Delayed,100.0,High
PRJ01285,Assam Power Infra Development Phase-65,Power,Ministry of Power,NTPC,Shapoorji Pallonji Infra,Assam,1944.23,2077.5,6.85,True,2019-06-12,72,100,2025-05-11,2027-08-29,28,True,71.2,14.4,299.75,15.4,6,4,Geological surprises,Delayed,29.5,Medium
PRJ01286,Assam Postal Infrastructure Infra Development Phase-66,Postal Infrastructure,Ministry of Communications,Deendayal Port Trust,Tata Projects,Assam,580.27,2062.49,255.44,True,2022-11-24,36,82,2025-11-08,2029-08-19,46,True,34.9,18.5,382.43,65.9,12,4,Poor contractor mobilization,Delayed,100.0,High
PRJ01287,Assam Urban Development Infra Development Phase-67,Urban Development,Ministry of Housing & Urban Affairs,RVNL,Patel Engineering,Assam,2219.17,3235.39,45.79,True,2018-04-23,48,69,2022-04-02,2023-12-23,21,True,92.6,49.6,1605.54,72.3,6,6,Monsoon/weather delays,Delayed,47.2,Medium
PRJ01288,Assam Irrigation Infra Development Phase-68,Irrigation,Ministry of Jal Shakti,RITES,Shapoorji Pallonji Infra,Assam,2092.86,695.64,0.0,False,2021-01-25,36,36,2024-01-10,2024-01-10,0,False,100.0,100.0,822.12,39.3,6,6,None,Completed,5.1,Low
PRJ01289,Assam Urban Development Infra Development Phase-69,Urban Development,Ministry of Housing & Urban Affairs,Deendayal Port Trust,Sadbhav Engineering,Assam,1368.89,2154.32,57.38,True,2022-11-13,72,95,2028-10-12,2030-09-02,23,True,31.3,19.0,409.98,29.9,8,3,Rehabilitation & resettlement issues,Delayed,71.7,High
PRJ01290,Assam Roads & Highways Infra Development Phase-70,Roads & Highways,Ministry of Road Transport & Highways,NTPC,Shapoorji Pallonji Infra,Assam,1638.99,1300.52,0.0,False,2019-06-30,60,60,2024-06-03,2024-06-03,0,False,99.9,54.7,711.39,43.4,6,6,None,Completed,2.0,Low
PRJ01291,Assam Civil Aviation Infra Development Phase-71,Civil Aviation,Ministry of Civil Aviation,ABC Infrastructure Ltd.,Shapoorji Pallonji Infra,Assam,2085.61,1980.08,0.0,False,2019-07-18,36,67,2022-07-02,2025-01-17,31,True,86.6,92.2,1825.53,87.5,8,7,Geological surprises,Delayed,27.4,Medium
PRJ01292,Assam Civil Aviation Infra Development Phase-72,Civil Aviation,Ministry of Civil Aviation,RVNL,Dilip Buildcon Ltd,Assam,3166.19,4439.24,40.21,True,2021-10-07,72,91,2027-09-06,2029-03-29,19,True,54.1,18.4,817.03,25.8,4,2,Land acquisition delay,Delayed,53.1,High
PRJ01293,Assam Housing Infra Development Phase-73,Housing,Ministry of Housing & Urban Affairs,State PWD,Afcons Infrastructure,Assam,721.38,1469.84,103.75,True,2017-06-24,48,70,2021-06-03,2023-03-25,22,True,93.5,50.8,746.54,100.0,6,6,Forest/environment clearance delay,Delayed,93.5,High
PRJ01294,Assam Rural Infrastructure Infra Development Phase-74,Rural Infrastructure,Ministry of Rural Development,HUDCO,Afcons Infrastructure,Assam,1754.97,2227.15,26.91,True,2017-08-31,36,68,2020-08-15,2023-04-02,32,True,93.0,29.8,662.81,37.8,10,9,Delay in tendering/equipment supply,Delayed,46.3,Medium
PRJ01295,Assam Railways Infra Development Phase-75,Railways,Ministry of Railways,RVNL,Ashoka Buildcon,Assam,509.02,2007.32,294.35,True,2020-05-20,48,57,2024-04-29,2025-01-24,9,True,82.4,18.0,361.55,71.0,4,3,Change in project scope,Delayed,100.0,High
PRJ01296,Assam Education Infrastructure Infra Development Phase-76,Education Infrastructure,Ministry of Education,ONGC,Larsen & Toubro Infra,Assam,697.05,3016.62,332.77,True,2019-03-31,84,101,2026-02-22,2027-07-17,17,True,68.7,32.5,979.08,100.0,6,4,Land acquisition delay; Forest/environment clearance delay,Delayed,100.0,High
PRJ01297,Rajasthan Civil Aviation Infra Development Phase-1,Civil Aviation,Ministry of Civil Aviation,NBCC,Larsen & Toubro Infra,Rajasthan,1809.07,479.24,0.0,False,2020-11-25,36,67,2023-11-10,2026-05-28,31,True,73.3,100.0,509.81,28.2,8,6,Shortage of skilled manpower,Delayed,31.2,Medium
PRJ01298,Rajasthan Telecommunications Infra Development Phase-2,Telecommunications,Ministry of Communications,IWAI,Simplex Infrastructures,Rajasthan,2850.27,2333.65,0.0,False,2017-10-07,48,48,2021-09-16,2021-09-16,0,False,100.0,28.9,675.52,23.7,4,4,None,Completed,1.6,Low
PRJ01299,Rajasthan Healthcare Infrastructure Infra Development Phase-3,Healthcare Infrastructure,Ministry of Health & Family Welfare,NHAI,Shapoorji Pallonji Infra,Rajasthan,1895.13,2863.62,51.1,True,2022-12-07,84,123,2029-10-31,2033-01-13,39,True,27.5,24.5,701.15,37.0,6,2,Rehabilitation & resettlement issues,Delayed,75.7,High
PRJ01300,Rajasthan Power Infra Development Phase-4,Power,Ministry of Power,NHPC,Patel Engineering,Rajasthan,690.73,1423.86,106.14,True,2017-01-18,72,112,2022-12-18,2026-04-01,40,True,73.6,38.0,540.75,78.3,4,3,Monsoon/weather delays,Delayed,100.0,High
PRJ01301,Rajasthan Irrigation Infra Development Phase-5,Irrigation,Ministry of Jal Shakti,ABC Infrastructure Ltd.,Afcons Infrastructure,Rajasthan,2347.82,2242.29,0.0,False,2019-01-29,60,60,2024-01-03,2024-01-03,0,False,100.0,22.3,500.77,21.3,10,10,None,Completed,4.7,Low
PRJ01302,Rajasthan Rural Infrastructure Infra Development Phase-6,Rural Infrastructure,Ministry of Rural Development,NTPC,GMR Infrastructure,Rajasthan,2494.16,4062.11,62.86,True,2019-01-11,48,78,2022-12-21,2025-06-08,30,True,94.0,17.7,718.44,28.8,8,8,Poor contractor mobilization; Change in project scope,Delayed,70.7,High
PRJ01303,Rajasthan Telecommunications Infra Development Phase-7,Telecommunications,Ministry of Communications,Coal India Ltd,Afcons Infrastructure,Rajasthan,1865.07,1817.17,0.0,False,2021-07-28,48,48,2025-07-07,2025-07-07,0,False,100.0,50.5,917.38,49.2,4,4,None,Completed,1.3,Low
PRJ01304,Rajasthan Mining Infra Development Phase-8,Mining,Ministry of Mines,NTPC,GMR Infrastructure,Rajasthan,577.87,854.8,47.92,True,2022-03-24,24,56,2024-03-13,2026-10-29,32,True,75.7,100.0,1114.98,100.0,4,3,Monsoon/weather delays,Delayed,61.7,High
PRJ01305,Rajasthan Irrigation Infra Development Phase-9,Irrigation,Ministry of Jal Shakti,ABC Infrastructure Ltd.,Afcons Infrastructure,Rajasthan,1196.54,3289.81,174.94,True,2020-03-26,72,85,2026-02-23,2027-03-20,13,True,61.3,7.8,255.35,21.3,12,7,Funding constraints,Delayed,100.0,High
PRJ01306,Rajasthan Mining Infra Development Phase-10,Mining,Ministry of Mines,BSNL,Larsen & Toubro Infra,Rajasthan,636.32,1649.19,159.18,True,2018-04-19,48,87,2022-03-29,2025-06-11,39,True,90.6,38.1,627.52,98.6,10,9,COVID-19 related disruption; Rehabilitation & resettlement issues,Delayed,100.0,High
PRJ01307,Rajasthan Steel Infra Development Phase-11,Steel,Ministry of Steel,IFFCO,Simplex Infrastructures,Rajasthan,2996.06,1358.18,0.0,False,2021-12-24,84,84,2028-11-17,2028-11-17,0,False,57.2,20.5,278.14,9.3,6,3,None,On Track,13.9,Low
PRJ01308,Rajasthan Postal Infrastructure Infra Development Phase-12,Postal Infrastructure,Ministry of Communications,State PWD,KNR Constructions,Rajasthan,3762.92,1738.46,0.0,False,2020-04-05,36,36,2023-03-21,2023-03-21,0,False,97.7,47.9,833.38,22.1,10,10,None,On Track,2.4,Low
PRJ01309,Rajasthan Renewable Energy Infra Development Phase-13,Renewable Energy,Ministry of New & Renewable Energy,RVNL,GMR Infrastructure,Rajasthan,1293.8,1701.04,31.48,True,2022-05-03,84,88,2029-03-27,2029-07-25,4,True,50.2,48.5,825.37,63.8,8,4,Land acquisition delay,Delayed,39.2,Medium
PRJ01310,Rajasthan Rural Infrastructure Infra Development Phase-14,Rural Infrastructure,Ministry of Rural Development,BSNL,Sadbhav Engineering,Rajasthan,1060.84,611.39,0.0,False,2018-03-07,84,133,2025-01-29,2029-02-07,49,True,53.8,100.0,785.61,74.1,10,5,Funding constraints; Forest/environment clearance delay,Delayed,44.4,Medium
PRJ01311,Rajasthan Civil Aviation Infra Development Phase-15,Civil Aviation,Ministry of Civil Aviation,SAIL,Dilip Buildcon Ltd,Rajasthan,958.09,2453.53,156.09,True,2021-06-29,48,61,2025-06-08,2026-07-03,13,True,88.9,29.2,716.46,74.8,12,11,Law and order problems,Delayed,100.0,High
PRJ01312,Rajasthan Ports & Shipping Infra Development Phase-16,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",AAI,Larsen & Toubro Infra,Rajasthan,2332.57,2427.83,4.08,True,2019-03-27,84,102,2026-02-18,2027-08-12,18,True,68.6,26.2,634.92,27.2,8,5,Price escalation of raw materials,Delayed,22.7,Low
PRJ01313,Rajasthan Inland Waterways Infra Development Phase-17,Inland Waterways,"Ministry of Ports, Shipping & Waterways",Coal India Ltd,Larsen & Toubro Infra,Rajasthan,3254.85,1768.56,0.0,False,2021-10-06,72,72,2027-09-05,2027-09-05,0,False,71.2,44.5,787.64,24.2,10,7,None,On Track,14.2,Low
PRJ01314,Rajasthan Coal Infra Development Phase-18,Coal,Ministry of Coal,ABC Infrastructure Ltd.,Shapoorji Pallonji Infra,Rajasthan,2043.53,2319.27,13.49,True,2020-01-24,60,106,2024-12-28,2028-10-08,46,True,56.7,48.8,1130.67,55.3,10,6,Monsoon/weather delays; Utility shifting delay,Delayed,57.4,High
PRJ01315,Rajasthan Education Infrastructure Infra Development Phase-19,Education Infrastructure,Ministry of Education,SAIL,Larsen & Toubro Infra,Rajasthan,2380.79,2972.78,24.87,True,2022-06-08,48,93,2026-05-18,2030-01-27,45,True,37.4,22.3,663.95,27.9,12,4,Contractual issues; Price escalation of raw materials,Delayed,71.6,High
PRJ01316,Rajasthan Urban Development Infra Development Phase-20,Urban Development,Ministry of Housing & Urban Affairs,NTPC,GR Infraprojects,Rajasthan,2871.48,2407.33,0.0,False,2018-05-16,48,48,2022-04-25,2022-04-25,0,False,100.0,16.4,395.89,13.8,8,8,None,Completed,7.1,Low
PRJ01317,Rajasthan Housing Infra Development Phase-21,Housing,Ministry of Housing & Urban Affairs,BSNL,Afcons Infrastructure,Rajasthan,3820.54,1321.19,0.0,False,2019-08-04,96,96,2027-06-23,2027-06-23,0,False,85.5,73.6,972.47,25.5,6,5,None,On Track,6.7,Low
PRJ01318,Rajasthan Roads & Highways Infra Development Phase-22,Roads & Highways,Ministry of Road Transport & Highways,NTPC,Reliance Infrastructure,Rajasthan,2085.54,1137.41,0.0,False,2017-08-05,84,84,2024-06-29,2024-06-29,0,False,92.1,100.0,1277.53,61.3,4,4,None,On Track,0.7,Low
PRJ01319,Rajasthan Housing Infra Development Phase-23,Housing,Ministry of Housing & Urban Affairs,IFFCO,GMR Infrastructure,Rajasthan,1257.71,5550.25,341.3,True,2017-04-20,48,68,2021-03-30,2022-11-20,20,True,73.9,6.9,383.0,30.5,6,4,Utility shifting delay; Funding constraints,Delayed,100.0,High
PRJ01320,Rajasthan Steel Infra Development Phase-24,Steel,Ministry of Steel,Deendayal Port Trust,Larsen & Toubro Infra,Rajasthan,2473.1,2442.75,0.0,False,2018-01-30,60,60,2023-01-04,2023-01-04,0,False,100.0,14.1,343.7,13.9,4,4,None,Completed,3.1,Low
PRJ01321,Rajasthan Rural Infrastructure Infra Development Phase-25,Rural Infrastructure,Ministry of Rural Development,HUDCO,KNR Constructions,Rajasthan,3059.59,1886.99,0.0,False,2022-07-10,60,60,2027-06-14,2027-06-14,0,False,65.1,19.8,374.03,12.2,10,7,None,On Track,9.4,Low
